id	latitude	longitude	location_name	price	bedrooms	bathrooms	size_m2	property_type	condition	year_built	distance_to_center_km	near_school	near_hospital	near_market	parking	security_rating	furnished	listing_type	agent_id	days_on_market
400	9.580966	41.863165	Addis Ketema	4976591	1	2	128	Studio	New	2007	4.53	No	Yes	No	No	1	Furnished	Sale	100	33
401	9.637748	41.854407	Kezira	3776670	2	3	91	Studio	New	2013	4.35	No	No	Yes	Yes	5	Semi	Sale	102	56
402	9.605608	41.881945	Kezira	5306205	3	3	139	Studio	Good	2023	6.49	No	No	No	Yes	1	Semi	Rent	102	32
403	9.600444	41.852388	Melka Jebdu	4261709	3	2	124	House	New	2020	6.89	Yes	Yes	Yes	No	3	Semi	Rent	110	1
404	9.61158	41.840052	Sabian	5266976	3	1	172	House	New	2009	3.63	No	Yes	No	No	5	Unfurnished	Rent	105	4
405	9.602986	41.834965	Goro	4408717	5	3	133	Apartment	New	2015	2.63	No	No	Yes	No	3	Furnished	Sale	108	27
406	9.587989	41.882506	Goro	3481477	4	3	120	House	Good	2021	4.75	Yes	No	No	Yes	3	Furnished	Sale	101	57
407	9.592651	41.879595	Sabian	2372925	2	2	78	House	New	2024	4.77	Yes	Yes	No	Yes	4	Unfurnished	Rent	105	14
408	9.592345	41.862036	Sabian	4029121	3	1	128	House	New	2013	4.96	No	Yes	No	Yes	1	Unfurnished	Rent	109	30
409	9.604763	41.883697	Sabian	1841910	3	1	56	Studio	Old	2005	6.64	No	No	No	No	5	Furnished	Rent	100	42
410	9.605256	41.861476	Melka Jebdu	3796238	4	3	111	House	Good	2005	3.22	Yes	No	Yes	Yes	4	Furnished	Rent	109	6
411	9.617821	41.88127	Goro	4613341	2	1	153	Apartment	Old	2023	6.13	No	Yes	No	Yes	4	Semi	Rent	101	8
412	9.590754	41.832206	Sabian	6678970	2	3	202	Apartment	Good	2009	2.94	No	No	Yes	No	4	Semi	Sale	103	12
413	9.636501	41.845162	Melka Jebdu	3773585	4	1	125	House	Good	2014	5.8	Yes	Yes	No	No	4	Furnished	Sale	100	46
414	9.594188	41.862604	Melka Jebdu	2607170	3	2	93	Apartment	Old	2016	5.52	No	Yes	No	Yes	5	Semi	Sale	110	46
415	9.597184	41.880824	Goro	5565959	4	1	163	House	New	2012	5.68	Yes	Yes	Yes	Yes	2	Semi	Sale	108	25
416	9.582427	41.87695	Industrial Zone	3553935	2	2	157	House	Old	2013	5.99	Yes	No	Yes	No	1	Semi	Rent	105	10
417	9.620803	41.836526	Industrial Zone	3726014	1	1	170	House	Good	2020	3.79	Yes	No	No	Yes	1	Unfurnished	Sale	101	16
418	9.612381	41.849036	Sabian	2259921	5	2	71	Studio	New	2008	5.4	Yes	No	Yes	Yes	4	Furnished	Sale	108	22
419	9.594031	41.883637	Sabian	3985680	3	3	115	Apartment	Good	2013	2.81	No	No	Yes	No	2	Unfurnished	Sale	106	22
420	9.630955	41.84222	Goro	7402451	2	3	219	Apartment	Old	2023	3.95	Yes	Yes	Yes	Yes	2	Furnished	Sale	107	24
421	9.636737	41.830384	Goro	2839109	1	3	80	Apartment	Good	2009	6.99	No	No	Yes	Yes	1	Furnished	Sale	109	19
422	9.611679	41.847727	Goro	4616054	4	1	151	Studio	New	2006	3.74	No	Yes	No	Yes	4	Furnished	Sale	104	30
423	9.581046	41.877592	Sabian	4172605	5	3	124	House	New	2013	6.78	Yes	No	Yes	Yes	2	Unfurnished	Sale	107	10
424	9.622955	41.873185	Industrial Zone	3851569	4	2	165	Apartment	Old	2019	2.4	No	Yes	Yes	Yes	5	Unfurnished	Rent	106	37
425	9.59713	41.861042	Addis Ketema	2102237	1	2	53	Studio	Old	2013	5.39	No	Yes	No	No	4	Furnished	Rent	101	14
426	9.622303	41.888169	Addis Ketema	6193497	3	2	165	Apartment	New	2023	2.82	Yes	No	No	No	2	Semi	Sale	100	24
427	9.594569	41.878625	Kezira	8231435	1	1	195	Studio	New	2013	4.58	No	No	Yes	Yes	2	Semi	Rent	107	42
428	9.594513	41.84085	Goro	2331122	1	2	81	Studio	New	2012	1.03	No	Yes	No	No	1	Semi	Sale	110	6
429	9.636666	41.851024	Melka Jebdu	4164998	1	1	123	Apartment	Good	2014	1.9	No	No	Yes	Yes	5	Semi	Rent	104	14
430	9.603443	41.857082	Addis Ketema	6646243	3	2	157	House	New	2010	5.99	No	Yes	Yes	No	5	Unfurnished	Rent	110	44
431	9.621854	41.856726	Industrial Zone	1943067	2	2	97	Studio	New	2019	4.09	Yes	Yes	No	No	4	Semi	Rent	102	24
432	9.592374	41.853496	Melka Jebdu	6230023	2	1	211	House	Old	2024	1.43	No	No	No	Yes	4	Unfurnished	Sale	107	33
433	9.61969	41.884618	Kezira	7220649	3	1	182	House	New	2021	6.52	No	No	No	Yes	4	Unfurnished	Sale	107	8
434	9.625472	41.881972	Melka Jebdu	3887027	4	2	131	Apartment	New	2005	2.89	No	Yes	No	Yes	4	Unfurnished	Sale	105	50
435	9.638019	41.889589	Addis Ketema	2356843	4	3	67	Apartment	Old	2023	4.9	Yes	Yes	No	Yes	1	Furnished	Rent	108	12
436	9.616828	41.845152	Sabian	6023588	5	1	202	House	Good	2007	5.42	No	Yes	No	No	2	Semi	Sale	104	44
437	9.585351	41.873903	Kezira	3639829	1	3	98	Studio	Good	2009	2	Yes	No	No	Yes	2	Semi	Rent	107	11
438	9.630576	41.862318	Industrial Zone	3570487	3	1	146	Studio	Good	2016	5.62	No	No	Yes	Yes	4	Furnished	Sale	110	26
439	9.63268	41.889506	Goro	5023774	5	3	161	House	Good	2015	4.36	No	Yes	No	No	4	Semi	Sale	109	31
440	9.606628	41.856254	Sabian	4538210	5	1	143	House	Old	2010	5.22	No	No	Yes	Yes	2	Semi	Rent	108	34
441	9.636088	41.855067	Industrial Zone	2928174	3	1	148	Apartment	Good	2010	5.03	Yes	Yes	No	Yes	4	Semi	Sale	104	23
442	9.633957	41.875361	Addis Ketema	2887961	5	2	75	House	Good	2017	1.38	Yes	Yes	No	No	2	Semi	Rent	100	48
443	9.586478	41.857988	Goro	2116302	2	1	69	Studio	Good	2021	5.93	Yes	Yes	No	No	2	Furnished	Rent	109	23
444	9.58026	41.87793	Kezira	3235363	1	1	86	Apartment	Old	2008	4.3	Yes	Yes	No	No	5	Semi	Sale	101	52
445	9.598347	41.872614	Industrial Zone	3985214	3	2	175	Studio	Old	2012	2.55	Yes	Yes	Yes	No	5	Semi	Sale	108	1
446	9.583919	41.888353	Sabian	3478262	3	2	112	Apartment	Old	2005	6.21	Yes	No	No	Yes	5	Unfurnished	Sale	107	39
447	9.632855	41.863943	Goro	3222316	5	2	112	Studio	Good	2017	4.43	No	Yes	No	Yes	5	Furnished	Sale	108	51
448	9.622713	41.840036	Industrial Zone	3744770	4	2	166	Studio	Good	2019	1.29	No	Yes	Yes	No	1	Furnished	Sale	106	51
449	9.63943	41.85613	Melka Jebdu	2944062	3	3	101	Apartment	New	2012	2.64	No	No	No	No	3	Unfurnished	Rent	105	14
450	9.587121	41.84554	Kezira	8369503	1	3	194	Apartment	New	2019	6.7	No	No	Yes	No	5	Unfurnished	Sale	108	50
451	9.62735	41.860793	Goro	5682623	3	1	188	House	Good	2015	3.92	Yes	Yes	No	No	4	Semi	Sale	101	46
452	9.60133	41.850773	Goro	6183349	4	2	208	Apartment	Good	2019	4.83	No	Yes	No	Yes	5	Semi	Rent	101	21
453	9.63608	41.868924	Goro	6237182	3	2	185	House	New	2014	5.6	No	No	Yes	Yes	3	Furnished	Rent	102	13
454	9.596397	41.870249	Sabian	4626561	4	2	150	Apartment	Good	2021	1.26	No	No	No	No	4	Semi	Rent	106	1
455	9.627764	41.835971	Addis Ketema	7712379	4	2	184	Apartment	Good	2018	3.69	No	No	Yes	No	2	Unfurnished	Sale	110	45
456	9.604348	41.880311	Addis Ketema	2859750	1	1	71	House	Good	2014	6.67	Yes	No	No	Yes	5	Semi	Sale	107	12
457	9.594161	41.856744	Addis Ketema	7122972	2	2	177	Studio	Good	2013	1.55	No	No	Yes	Yes	3	Semi	Rent	110	55
458	9.636735	41.837742	Melka Jebdu	2449460	1	1	80	Studio	Old	2007	5.97	No	No	Yes	Yes	4	Semi	Sale	107	47
459	9.58183	41.87417	Industrial Zone	2802994	3	3	128	Studio	Old	2011	6.04	Yes	No	Yes	Yes	2	Semi	Sale	102	37
460	9.598219	41.842395	Goro	1796716	5	3	59	Apartment	New	2020	4.86	No	Yes	Yes	Yes	1	Furnished	Rent	106	60
461	9.613632	41.834727	Industrial Zone	2147050	2	2	100	Studio	Old	2015	2.06	Yes	Yes	Yes	No	5	Semi	Rent	100	42
462	9.61789	41.873527	Sabian	1481719	3	1	51	House	New	2018	5.54	Yes	No	No	No	3	Unfurnished	Rent	110	57
463	9.587403	41.876628	Addis Ketema	2846964	2	3	71	House	New	2005	2.1	Yes	No	Yes	Yes	2	Semi	Sale	107	33
464	9.614055	41.87771	Addis Ketema	7072292	2	1	175	House	New	2009	3.35	Yes	Yes	Yes	Yes	1	Furnished	Rent	110	49
465	9.585018	41.86109	Sabian	5874307	1	2	201	Studio	Good	2021	1.06	Yes	No	No	Yes	3	Furnished	Rent	104	20
466	9.610972	41.852067	Goro	3286084	3	3	114	Apartment	New	2021	2.08	No	No	No	No	5	Semi	Rent	103	16
467	9.610608	41.861925	Melka Jebdu	4055616	5	1	131	Studio	Good	2011	2.9	Yes	No	No	Yes	5	Furnished	Rent	103	33
468	9.584926	41.855795	Goro	5288678	2	3	155	Apartment	New	2006	1.44	No	Yes	Yes	No	3	Semi	Rent	108	11
469	9.598354	41.865107	Melka Jebdu	6813898	4	3	210	Apartment	Good	2014	2.34	No	No	Yes	No	5	Furnished	Sale	110	33
470	9.602722	41.844965	Addis Ketema	8432406	3	1	220	House	New	2018	4.71	No	Yes	No	Yes	3	Semi	Sale	104	49
471	9.580691	41.842873	Kezira	5457458	1	3	130	Studio	Good	2013	1.13	No	Yes	Yes	No	3	Furnished	Rent	100	10
472	9.621077	41.887683	Industrial Zone	4128180	3	2	177	Studio	Old	2013	1.38	No	No	Yes	No	3	Furnished	Rent	103	9
473	9.585704	41.876085	Industrial Zone	4765082	5	2	211	Studio	New	2023	6.34	Yes	Yes	Yes	No	3	Unfurnished	Sale	101	26
474	9.620919	41.869937	Kezira	6766262	1	2	171	Apartment	Old	2022	2.56	No	No	No	Yes	1	Unfurnished	Rent	108	53
475	9.627556	41.835771	Sabian	1832121	1	1	65	Studio	Good	2011	3.4	Yes	No	No	No	3	Semi	Sale	110	29
476	9.633415	41.840662	Sabian	6545717	4	1	214	House	Old	2017	2.44	No	No	No	No	3	Furnished	Sale	101	37
477	9.581984	41.842135	Industrial Zone	4882562	5	3	213	Apartment	Good	2017	3.63	No	No	Yes	No	2	Semi	Sale	102	51
478	9.604015	41.871094	Melka Jebdu	5824612	2	3	180	Studio	Old	2021	3.83	Yes	No	Yes	No	3	Semi	Rent	110	33
479	9.594567	41.871702	Goro	3114699	3	2	90	Studio	New	2024	4.91	No	No	Yes	Yes	4	Semi	Sale	105	29
480	9.597581	41.875206	Melka Jebdu	5012160	4	1	161	Studio	Good	2014	1.29	Yes	Yes	No	Yes	3	Semi	Sale	107	35
481	9.617656	41.847661	Addis Ketema	6478197	5	2	178	Studio	Old	2013	5.72	No	Yes	No	No	1	Semi	Rent	106	8
482	9.581641	41.868232	Goro	4577182	1	2	148	Studio	Good	2008	6.72	No	No	No	No	1	Semi	Sale	105	41
483	9.61835	41.874096	Goro	5396726	3	3	185	House	Good	2021	5.94	No	No	No	No	3	Unfurnished	Sale	102	46
484	9.598777	41.854651	Goro	4018922	2	3	119	House	New	2019	4.1	No	No	Yes	Yes	1	Furnished	Sale	108	46
485	9.58836	41.841452	Sabian	2005592	1	2	59	Apartment	Good	2019	3.03	Yes	Yes	Yes	Yes	2	Semi	Sale	108	41
486	9.603169	41.87323	Addis Ketema	8085876	3	2	199	Studio	New	2019	4.1	No	Yes	Yes	Yes	5	Furnished	Rent	106	46
487	9.636087	41.855626	Melka Jebdu	3489844	5	3	110	Apartment	Good	2010	5.62	Yes	No	Yes	Yes	3	Furnished	Sale	109	50
488	9.603341	41.856233	Goro	3069921	1	3	97	House	Good	2016	2.64	No	Yes	No	Yes	5	Furnished	Sale	103	31
489	9.633814	41.877667	Addis Ketema	3902626	5	2	93	Studio	Good	2011	5.27	Yes	Yes	Yes	Yes	1	Furnished	Rent	100	45
490	9.596617	41.886952	Melka Jebdu	4561229	1	3	137	House	Good	2019	3.3	No	No	Yes	No	1	Furnished	Rent	106	40
491	9.617702	41.859171	Kezira	7599470	1	1	197	Apartment	New	2015	1.08	No	Yes	No	Yes	2	Semi	Rent	107	24
492	9.584114	41.841559	Goro	5090759	1	2	175	Studio	New	2020	2.79	Yes	Yes	No	No	2	Furnished	Rent	109	10
493	9.596634	41.847996	Industrial Zone	1513568	1	1	81	House	Old	2024	2.88	No	No	No	Yes	2	Unfurnished	Rent	106	15
494	9.613815	41.854799	Industrial Zone	2360410	1	3	119	Studio	New	2022	6.3	Yes	No	No	No	2	Unfurnished	Sale	103	35
495	9.63891	41.871801	Addis Ketema	6150237	4	1	150	Studio	Good	2022	6.83	No	No	Yes	Yes	1	Unfurnished	Rent	106	17
496	9.607121	41.872537	Kezira	8019433	1	2	188	Apartment	New	2019	6.7	Yes	No	Yes	No	1	Unfurnished	Sale	107	3
497	9.590144	41.868852	Kezira	7976667	1	1	185	Studio	Old	2022	5.91	Yes	No	Yes	No	5	Semi	Sale	110	10
498	9.58177	41.831977	Melka Jebdu	2558232	3	3	77	Apartment	Old	2006	5.8	Yes	Yes	Yes	No	2	Unfurnished	Rent	106	39
499	9.593719	41.886148	Goro	4639761	2	3	160	Studio	Old	2019	1.81	No	No	No	No	2	Furnished	Sale	110	25
500	9.614101	41.889265	Sabian	5227987	3	3	153	House	Old	2017	4.21	No	Yes	Yes	Yes	5	Unfurnished	Rent	105	8
501	9.614266	41.880545	Industrial Zone	3907295	4	3	189	Apartment	Old	2015	6.29	No	Yes	No	Yes	5	Semi	Sale	106	25
502	9.627285	41.850122	Kezira	4392649	4	2	104	House	Good	2020	1.28	Yes	No	Yes	Yes	3	Semi	Sale	108	34
503	9.602437	41.85343	Kezira	4943974	5	3	119	House	Good	2016	5.81	No	Yes	Yes	No	5	Semi	Sale	100	23
504	9.625289	41.839256	Addis Ketema	4804647	4	3	112	House	Good	2020	3.36	Yes	No	Yes	Yes	1	Semi	Sale	101	58
505	9.600442	41.854969	Goro	4056741	2	1	132	House	Old	2022	1.31	No	No	No	No	2	Furnished	Sale	102	12
506	9.631949	41.887935	Addis Ketema	2222869	5	3	51	Studio	Old	2021	2.61	Yes	Yes	Yes	Yes	1	Furnished	Rent	103	43
507	9.60859	41.883338	Goro	6507919	3	1	219	Studio	New	2014	4.93	No	No	No	No	5	Semi	Rent	100	58
508	9.586473	41.849494	Melka Jebdu	6430953	5	1	220	House	New	2020	5.88	No	No	No	No	4	Furnished	Rent	107	49
509	9.625384	41.842471	Goro	2012364	3	1	70	House	Old	2008	3.11	No	Yes	No	Yes	2	Furnished	Sale	110	29
510	9.61014	41.862496	Sabian	1916707	4	3	58	Studio	Good	2022	1.38	Yes	No	Yes	No	3	Furnished	Rent	107	18
511	9.624774	41.834584	Melka Jebdu	5132910	1	2	175	Studio	New	2024	3.01	No	Yes	No	Yes	2	Furnished	Rent	105	23
512	9.624432	41.837054	Addis Ketema	8518184	1	3	205	Studio	Old	2011	2.98	Yes	No	Yes	Yes	5	Semi	Rent	104	18
513	9.610061	41.849263	Sabian	2700718	3	1	81	House	New	2013	5.99	Yes	No	Yes	Yes	4	Semi	Rent	109	24
514	9.637582	41.877471	Sabian	6630760	5	2	198	Studio	Old	2021	4.27	No	Yes	Yes	Yes	5	Furnished	Sale	108	41
515	9.583663	41.867057	Industrial Zone	2955590	1	2	139	House	Good	2010	2.46	Yes	Yes	No	No	3	Unfurnished	Sale	101	3
516	9.638476	41.870519	Kezira	5160088	2	1	122	House	Good	2014	1.8	Yes	Yes	Yes	No	3	Unfurnished	Sale	100	47
517	9.588101	41.878853	Industrial Zone	2383549	4	1	110	House	Old	2010	1.12	No	No	No	Yes	2	Unfurnished	Sale	102	54
518	9.583452	41.84663	Kezira	6925879	3	2	180	Studio	Good	2022	2	No	Yes	No	No	1	Furnished	Rent	110	58
519	9.639522	41.879385	Goro	2587789	5	3	91	Studio	Good	2017	3.36	Yes	No	No	Yes	5	Furnished	Rent	109	44
520	9.581878	41.889866	Kezira	6517511	4	3	169	House	Old	2016	5.92	Yes	No	No	Yes	2	Unfurnished	Sale	102	58
521	9.639634	41.851189	Goro	6968902	4	3	208	Apartment	Old	2014	6.59	No	No	Yes	Yes	1	Semi	Rent	105	54
522	9.613828	41.831851	Kezira	7494481	4	2	191	Apartment	New	2024	4.4	No	Yes	No	No	5	Furnished	Rent	103	2
523	9.584737	41.838403	Addis Ketema	5535183	4	3	131	House	New	2020	6.41	No	No	Yes	Yes	5	Furnished	Sale	102	4
524	9.635603	41.86594	Goro	5301940	3	2	159	Apartment	Old	2008	2	No	No	Yes	No	5	Unfurnished	Rent	110	58
525	9.590973	41.837808	Melka Jebdu	4258414	3	2	145	House	Good	2013	6.74	No	Yes	No	No	2	Unfurnished	Sale	105	42
526	9.613778	41.852605	Melka Jebdu	2138590	2	1	71	Studio	Old	2021	3.13	No	No	No	No	2	Semi	Rent	108	32
527	9.593139	41.87457	Goro	5345115	4	1	160	Studio	Good	2018	5.17	Yes	Yes	Yes	No	2	Semi	Rent	107	32
528	9.634955	41.867993	Sabian	5021134	4	3	153	Studio	Good	2021	6.46	No	No	Yes	Yes	2	Unfurnished	Rent	108	34
529	9.638128	41.876503	Industrial Zone	1842334	3	2	82	House	New	2006	3.49	Yes	No	No	Yes	2	Furnished	Rent	103	15
530	9.602872	41.847703	Addis Ketema	3899707	1	1	103	Studio	Good	2020	6.13	Yes	No	No	No	4	Unfurnished	Rent	104	60
531	9.591423	41.883185	Goro	2459973	3	1	83	Studio	Old	2018	1.28	Yes	Yes	No	Yes	2	Furnished	Sale	108	55
532	9.626484	41.838034	Industrial Zone	4780756	1	3	199	House	Good	2010	3.83	No	No	Yes	No	1	Furnished	Sale	107	55
533	9.612578	41.837057	Kezira	8946218	5	2	204	House	New	2012	4.16	No	No	Yes	No	1	Unfurnished	Sale	105	9
534	9.637787	41.850102	Melka Jebdu	1513640	4	1	55	Apartment	Good	2015	5.84	No	Yes	No	Yes	2	Unfurnished	Sale	107	7
535	9.593504	41.868109	Addis Ketema	5871822	3	2	147	Studio	Old	2005	5.09	No	No	Yes	Yes	4	Unfurnished	Sale	103	34
536	9.62389	41.885193	Melka Jebdu	3793951	1	1	128	Apartment	Old	2016	4.4	Yes	Yes	No	Yes	5	Semi	Sale	106	34
537	9.582653	41.849056	Goro	3714071	4	1	109	Apartment	Old	2012	5.83	Yes	No	Yes	Yes	5	Semi	Rent	105	28
538	9.591837	41.836183	Goro	2735155	2	3	86	House	New	2008	1.8	Yes	Yes	No	No	1	Unfurnished	Rent	109	10
539	9.607364	41.869361	Kezira	5790824	2	3	148	House	New	2021	2.62	No	Yes	No	No	1	Unfurnished	Sale	106	3
540	9.614933	41.830648	Melka Jebdu	4864602	5	1	167	House	Old	2006	5.59	Yes	No	No	Yes	3	Furnished	Rent	102	1
541	9.599037	41.867228	Goro	2875062	5	1	99	Studio	Old	2005	3.74	Yes	Yes	No	No	5	Unfurnished	Rent	107	56
542	9.603769	41.834958	Sabian	3552866	2	2	108	Apartment	Good	2021	6.02	No	Yes	Yes	Yes	1	Semi	Sale	110	36
543	9.632594	41.877769	Goro	7081061	4	2	209	House	Old	2008	3.46	No	No	Yes	No	4	Semi	Rent	102	44
544	9.596872	41.835058	Addis Ketema	7581882	4	2	205	House	Good	2018	4.25	Yes	No	No	Yes	5	Unfurnished	Sale	108	44
545	9.608819	41.832851	Goro	4164840	3	1	134	House	New	2023	2.21	Yes	No	No	Yes	4	Unfurnished	Rent	103	13
546	9.611725	41.866175	Goro	5750464	5	2	171	House	Old	2008	3.52	Yes	No	Yes	No	4	Unfurnished	Sale	105	42
547	9.588698	41.849664	Kezira	8456546	5	3	199	Apartment	Old	2015	2.53	Yes	Yes	Yes	Yes	5	Unfurnished	Sale	103	14
548	9.586832	41.8892	Goro	5281811	5	1	176	House	Good	2011	3.64	Yes	Yes	No	No	5	Semi	Rent	101	21
549	9.60642	41.847927	Addis Ketema	7891250	1	2	208	House	Old	2021	6.72	No	No	No	Yes	3	Unfurnished	Rent	105	49
550	9.622069	41.849807	Addis Ketema	4721928	2	3	127	Studio	New	2007	6.8	Yes	Yes	No	No	5	Unfurnished	Sale	108	43
551	9.588581	41.885135	Addis Ketema	2641996	4	1	65	Studio	Good	2022	4.7	Yes	Yes	Yes	Yes	3	Semi	Rent	107	2
552	9.625288	41.856947	Addis Ketema	4368318	2	3	104	Apartment	Old	2022	3.89	No	Yes	Yes	No	2	Unfurnished	Sale	107	45
553	9.624202	41.840705	Addis Ketema	2928911	4	2	79	Apartment	Good	2015	6.77	No	Yes	No	No	4	Semi	Rent	107	45
554	9.587566	41.886189	Kezira	6015471	2	2	155	Studio	Old	2024	6.08	Yes	No	No	Yes	5	Unfurnished	Sale	100	2
555	9.585842	41.876368	Melka Jebdu	7019322	1	3	214	Apartment	Old	2021	5.49	No	Yes	Yes	Yes	3	Unfurnished	Rent	110	28
556	9.621726	41.853577	Industrial Zone	1343333	3	1	70	House	Good	2012	3.98	No	No	No	No	3	Unfurnished	Rent	107	18
557	9.638154	41.886227	Kezira	9290358	3	3	219	House	New	2014	2.37	No	Yes	Yes	No	5	Unfurnished	Sale	104	39
558	9.613592	41.852466	Addis Ketema	7168124	4	1	188	House	Old	2010	6.13	Yes	Yes	No	Yes	1	Semi	Rent	107	1
559	9.593031	41.85196	Sabian	4831156	4	3	152	House	New	2020	6.85	No	No	Yes	Yes	4	Unfurnished	Rent	107	6
560	9.619534	41.850081	Industrial Zone	2057964	2	1	105	House	Good	2019	3.05	Yes	No	No	Yes	5	Unfurnished	Sale	102	15
561	9.595911	41.882452	Melka Jebdu	4227910	2	3	145	Studio	Good	2018	4.99	Yes	Yes	No	Yes	3	Unfurnished	Rent	101	36
562	9.602258	41.856012	Industrial Zone	3305308	1	1	161	Studio	New	2019	6.92	No	No	No	Yes	5	Unfurnished	Sale	104	20
563	9.628983	41.878081	Melka Jebdu	6195499	4	1	209	Apartment	Good	2015	2.78	Yes	No	No	No	3	Semi	Rent	103	2
564	9.609725	41.831077	Melka Jebdu	1837799	3	2	64	House	New	2021	6.73	Yes	Yes	No	Yes	1	Semi	Rent	108	33
565	9.599753	41.843462	Industrial Zone	5177096	4	3	218	Apartment	Good	2009	4.11	Yes	Yes	Yes	No	3	Unfurnished	Sale	103	15
566	9.639849	41.833072	Sabian	5744317	4	1	196	House	New	2020	4.56	No	No	No	No	2	Unfurnished	Rent	101	4
567	9.608953	41.846975	Addis Ketema	2893444	2	2	67	House	New	2010	2.24	Yes	No	Yes	Yes	1	Unfurnished	Sale	105	5
568	9.622195	41.831876	Kezira	4521174	1	1	118	House	Old	2009	2.99	Yes	Yes	No	No	2	Unfurnished	Rent	103	32
569	9.607262	41.858296	Industrial Zone	4331492	1	2	183	Apartment	Good	2023	2.26	Yes	No	Yes	No	3	Semi	Sale	100	60
570	9.594551	41.852656	Goro	6577797	5	1	200	House	New	2020	6.13	No	Yes	Yes	No	2	Furnished	Rent	106	35
571	9.597688	41.848479	Industrial Zone	2661186	4	1	128	Apartment	New	2006	5.28	Yes	Yes	No	No	1	Semi	Sale	104	17
572	9.61267	41.870926	Kezira	3174661	1	1	78	Studio	Good	2018	4.63	Yes	No	No	No	3	Unfurnished	Sale	105	10
573	9.622657	41.854038	Industrial Zone	1812646	3	1	75	Studio	Good	2006	4.26	Yes	Yes	Yes	Yes	5	Semi	Sale	104	19
574	9.599452	41.886002	Sabian	5545795	5	3	188	Studio	Good	2006	6.04	Yes	No	No	No	5	Furnished	Rent	101	10
575	9.581627	41.862724	Industrial Zone	2457280	1	2	115	Studio	Good	2008	5.53	Yes	Yes	Yes	No	3	Semi	Sale	110	10
576	9.599766	41.885721	Kezira	4072078	5	1	94	Studio	New	2019	1.49	No	No	Yes	No	2	Semi	Sale	103	8
577	9.608972	41.862155	Sabian	1767287	3	3	65	Studio	Old	2018	5.81	Yes	Yes	No	No	5	Unfurnished	Sale	109	22
578	9.621459	41.845729	Melka Jebdu	2810140	4	3	99	Apartment	Old	2024	4.72	No	No	No	No	2	Unfurnished	Rent	106	25
579	9.580972	41.88103	Melka Jebdu	2970850	2	3	85	Studio	Good	2011	2.63	Yes	Yes	Yes	Yes	5	Furnished	Rent	109	8
580	9.595098	41.887662	Kezira	3403712	2	1	90	Studio	Old	2009	1.19	Yes	No	No	Yes	2	Unfurnished	Rent	106	30
581	9.610388	41.887793	Melka Jebdu	5974479	1	1	204	House	New	2022	6.04	No	No	No	No	3	Unfurnished	Sale	108	25
582	9.637276	41.874356	Industrial Zone	2419918	5	1	118	Studio	Old	2017	2.34	Yes	No	No	Yes	2	Semi	Sale	105	3
583	9.618491	41.837606	Addis Ketema	2187791	1	2	60	Apartment	Old	2009	1.59	No	No	No	No	1	Furnished	Sale	108	32
584	9.610167	41.852383	Industrial Zone	1166343	4	1	54	Studio	Good	2020	6.05	Yes	Yes	Yes	No	4	Unfurnished	Rent	100	49
585	9.602875	41.86995	Addis Ketema	4114966	4	1	113	House	Good	2005	5.45	Yes	Yes	No	Yes	3	Semi	Rent	100	5
586	9.581774	41.846187	Addis Ketema	7432879	3	3	181	Studio	Old	2019	6.44	Yes	No	Yes	No	1	Unfurnished	Rent	103	33
587	9.627892	41.864305	Goro	2242341	1	3	64	Apartment	Old	2021	5.55	Yes	Yes	Yes	No	2	Unfurnished	Sale	109	49
588	9.615536	41.875313	Sabian	2728363	2	2	86	House	New	2020	4.7	No	No	No	No	4	Furnished	Rent	104	13
589	9.600176	41.878926	Goro	2119427	2	1	70	Apartment	Good	2005	4.11	No	No	No	Yes	5	Furnished	Rent	105	39
590	9.618658	41.844521	Kezira	3989300	5	1	97	Studio	Old	2012	4.35	Yes	Yes	Yes	No	3	Furnished	Sale	107	33
591	9.590501	41.889615	Kezira	5575674	4	2	138	Apartment	Good	2017	1.58	Yes	Yes	No	No	1	Furnished	Sale	103	42
592	9.581656	41.840477	Kezira	5728687	3	3	132	Studio	Old	2018	4.99	No	Yes	Yes	No	1	Unfurnished	Rent	107	45
593	9.607846	41.88058	Industrial Zone	3800571	2	3	158	Apartment	Old	2005	6.51	Yes	Yes	Yes	Yes	5	Furnished	Rent	103	3
594	9.612349	41.863947	Goro	7337501	2	2	218	Apartment	Old	2016	2.92	No	No	Yes	No	4	Furnished	Sale	100	32
595	9.619402	41.865525	Goro	4751715	5	3	144	House	Good	2017	6.94	Yes	Yes	Yes	No	3	Unfurnished	Sale	101	20
596	9.636854	41.833115	Melka Jebdu	3188250	2	2	107	Studio	Good	2022	3.76	Yes	Yes	No	No	2	Unfurnished	Rent	105	50
597	9.588605	41.843305	Industrial Zone	3169354	1	3	151	Studio	New	2007	3.52	Yes	No	No	Yes	3	Semi	Rent	104	28
598	9.604996	41.869187	Sabian	6765553	3	2	202	Studio	New	2019	2.44	No	Yes	Yes	No	4	Unfurnished	Sale	109	22
599	9.61469	41.883848	Kezira	7454623	5	3	196	House	New	2014	5.85	Yes	No	No	Yes	2	Unfurnished	Sale	101	5
600	9.605535	41.88925	Melka Jebdu	4640283	4	1	152	House	Good	2019	3.4	Yes	No	No	Yes	4	Unfurnished	Rent	104	59
601	9.600067	41.876766	Melka Jebdu	1738627	3	1	60	Apartment	Good	2005	5.94	No	No	No	Yes	4	Unfurnished	Sale	106	56
